_id,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category
820,Wendy's Old Fashioned Hamburgers #508,Primary Aim LLC,1/14/2015,610,William Marks Dr,15120,40.4093140,-79.8986930,Dollar Menu
821,Wendy's Old Fashioned Hamburgers #509,Primary Aim LLC,1/20/2015,3990,Wm Penn Hwy,15146,40.4380980,-79.7718390,Dollar Menu
822,Wendy's Old Fashioned Hamburgers #510,Primary Aim LLC,1/26/2015,5076,Wm Penn Hwy,15146,40.4274960,-79.7056930,Dollar Menu
823,Wendy's Old Fashioned Hamburgers #511,Primary Aim LLC,1/2/2015,2805,Jacks Run Rd,15131,40.3379770,-79.8086280,Dollar Menu
824,Wendy's Old Fashioned Hamburgers #520,Primary Aim LLC,2/24/2016,4001,Butler St,15201,40.4691080,-79.9623260,Dollar Menu
825,Wendy's Old Fashioned Hamburgers #521,Primary Aim LLC,2/1/2016,208,Rodi Rd,15235,40.4637310,-79.8244530,Dollar Menu
826,Wendy's Old Fashioned Hamburgers #522,Primary Aim LLC,10/21/2015,116,Peebles St,15221,40.4461700,-79.8931950,Dollar Menu
827,Wendy's Old Fashioned Hamburgers #526,Primary Aim LLC,10/21/2015,3410,Wm Penn Hwy,15235,40.4300500,-79.8140920,Dollar Menu
828,Wendy's Old Fashioned Hamburgers #527,Primary Aim LLC,2/24/2016,5422,Baum Blvd,15224,40.4569970,-79.9374520,Dollar Menu
829,Wendy's Old Fashioned Hamburgers #528,Primary Aim LLC,1/27/2016,891,Freeport Rd,15238,40.4869320,-79.8906320,Dollar Menu
830,Wendy's Old Fashioned Hamburgers #529,Primary Aim LLC,2/24/2016,2691,Freeport Rd,15238,40.5380930,-79.8354230,Dollar Menu
831,Wendy's Old-Fashioned Hamburgers #524,Primary Aim LLC,2/10/2016,4524,Browns Hill Rd,15217,40.4163380,-79.9252520,Dollar Menu
832,Wendy's Old-Fashioned Hamburgers #541,Primary Aim LLC,1/12/2016,2280,Lebanon Church Rd,15122,40.3484060,-79.9397630,Dollar Menu
833,Wendy's Old Fashioned Hamburgers #574,Primary Aim LLC,10/19/2015,10810,Perry Hwy,15090,40.6156611,-80.0548015,Dollar Menu
834,Wendy's Old Fashioned Hamburgers #2360,Primary Aim LLC,12/18/2015,8703,University Blvd,15108,40.5060200,-80.2225620,Dollar Menu
835,Wing Stop,Wing Stop Corp,1/15/2015,1324,Carson St,15203,40.4286260,-79.9842570,Take Out
836,Wing Stop #827,Pittsburgh Wings #1 LLC,10/28/2015,13,Foster Ave,15205,40.4410960,-80.0691460,Take Out
837,Wings Over Pittsburgh,Pittwings LLC,7/5/2013,2525,Carson St,15203,40.4278120,-79.9691160,Take Out
838,Ye Allegheny Sandwich Shop,,6/17/1984,822,Western Ave,15233,40.4524660,-80.0151190,Take Out
